# Description of Fields in this File
# ==================================
#  
# Pathway Name: a user friendly name of the pathway.
# Pathway Frame-id: a unique identifier of the pathway in the PGDB.
# Pathway Class Name: a user friendly name of a class that contains the pathway.
# Pathway Class Frame-id: a unique identifier of the Class Name in the PGDB.
# Pathway Score: A number from 0-1.0 indicating the strength of the evidence supporting the inference of this pathway, where 1.0 means very strong evidence.
# Pathway Frequency Score: the sum of the number of enzymes in the PGDB catalyzing the reactions of the pathway divided by the number of reactions in the pathway. This value can be larger than 1 since there might be several enzymes catalyzing the same reaction.
# Pathway Abundance: the abundance of the pathway given the abundance values of the genes for this pathway in the annotation file.
# Reason to Keep: a keyword describing the reason the pathway was kept.
# Pathway URL: the pathway URL for the Biocyc.org Web site.
#  
# The pathways in this file are sorted by Pathway Score.


Pathway Name | Pathway Frame-id | Pathway Class Name | Pathway Class Frame-id | Pathway Score | Pathway Frequency Score | Pathway Abundance | Reason to Keep | Pathway URL
lupanine biosynthesis|PWY-5468|||0.16|0.2|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5468
glucosinolate biosynthesis from tyrosine|PWY-7901|||0.16|0.18181819|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7901
actinomycin D biosynthesis|PWY-7718|||0.16|0.2|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7718
D-arabinose degradation III|PWY-5519|D-arabinose Degradation|D-Arabinose-Degradation|0.16|0.16666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5519
heparin degradation|PWY-7644|||0.16|0.2|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7644
glucosinolate biosynthesis from phenylalanine|PWY-2821|||0.16|0.18181819|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-2821
seleno-amino acid biosynthesis (plants)|PWY-6936|||0.16|0.2|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6936
ammonia oxidation III|PWY-2242|Ammonia Oxidation|Ammonia-oxidation|0.19233584|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-2242
L-tyrosine degradation II|PWY-5151|L-tyrosine Degradation|TYROSINE-DEG|0.19233584|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5151
UDP-N-acetyl-alpha-D-galactosaminuronate biosynthesis|PWY-7336|||0.19233584|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7336
allopregnanolone biosynthesis|PWY-7455|||0.19233584|1.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7455
N-methylanthraniloyl-beta-D-glucopyranose biosynthesis|PWY-7463|||0.19233584|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7463
glutathione-mediated detoxification I|PWY-4061|||0.19744527|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-4061
stearate biosynthesis III (fungi)|PWY3O-355|Stearate Biosynthesis|Stearate-Biosynthesis|0.19744527|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY3O-355
D-glucuronate degradation I|PWY-5525|D-Glucuronate Degradation|D-Glucuronate-Degradation|0.2|0.2|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5525
trans-caffeate degradation (aerobic)|PWY-8003|||0.2|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8003
4-hydroxy-2-nonenal detoxification|PWY-7112|||0.2|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7112
NAD salvage pathway II (PNC IV cycle)|PWY-7761|NAD Biosynthesis|NAD-SYN|0.2|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7761
palmatine biosynthesis|PWY-5470|||0.2|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5470
berberine biosynthesis|PWY-3901|||0.2|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-3901
homocysteine and cysteine interconversion|PWY-801|L-cysteine Biosynthesis|CYSTEINE-SYN|0.2|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-801
monolignol glucosides biosynthesis|PWY-83|||0.2|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-83
kievitone biosynthesis|PWY-4681|||0.2|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-4681
adenosine nucleotides degradation I|PWY-6596|Adenosine Nucleotide Degradation|Adenosine-Nucleotides-Degradation|0.2|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6596
daphnetin modification|PWY-7055|||0.2|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7055
echinatin biosynthesis|PWY-6325|||0.2|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6325
chelerythrine biosynthesis|PWY-7507|||0.2|0.22222222|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7507
labdane-type diterpenes biosynthesis|PWY-6645|||0.2|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6645
L-serine biosynthesis II|PWY-8011|||0.2|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8011
putrescine degradation III|PWY-0|Putrescine Degradation|Putrescine-Degradation|0.2|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-0
plasmalogen degradation|PWY-7783|||0.2|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7783
orthanilate degradation|2ASDEG-PWY|||0.2|0.2|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=2ASDEG-PWY
guanosine nucleotides degradation I|PWY-6607|Guanosine Nucleotide Degradation|Guanosine-Nucleotides-Degradation|0.2|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6607
alpha-cyclopiazonate biosynthesis|PWY-7555|||0.2|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7555
dTDP-N-acetylthomosamine biosynthesis|PWY-7315|||0.2|0.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7315
gondoate biosynthesis (anaerobic)|PWY-7663|||0.2|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7663
L-tyrosine degradation III|PWY3O-4108|L-tyrosine Degradation|TYROSINE-DEG|0.2|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY3O-4108
indole-3-acetate inactivation IX|PWY-1741|Indole-3-acetate Inactivation|Indole-3-Acetate-Inactivation|0.2|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-1741
2'-deoxymugineic acid phytosiderophore biosynthesis|PWY-5912|||0.2|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5912
rosmarinic acid biosynthesis II|PWY-5049|Rosmarinate Biosynthesis|Rosmarinate-Biosynthesis|0.2|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5049
L-glutamate degradation VI (to pyruvate)|PWY-5087|L-glutamate Degradation|GLUTAMATE-DEG|0.2|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5087
hesperitin glycoside biosynthesis|PWY-5105|||0.2|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5105
L-proline biosynthesis II (from arginine)|PWY-4981|L-proline Biosynthesis|PROLINE-SYN|0.20349889|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-4981
nicotinate degradation II|PWY-5033|Nicotinate Degradation|Nicotinate-Degradation|0.21136788|0.4|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5033
alginate biosynthesis I (algal)|PWY-6073|Alginate Biosynthesis|Alginate-Biosynthesis|0.21155722|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6073
2-methylcitrate cycle II|PWY-5747|2-Methylcitrate Cycle|Methyl-Citrate-Cycle|0.21666665|0.16666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5747
glycocholate metabolism (bacteria)|PWY-6518|||0.22857143|0.2857143|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6518
ethene and chloroethene degradation|PWY-7776|||0.22857143|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7776
trichome monoterpenes biosynthesis|PWY-6447|||0.22857143|0.2857143|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6447
propene degradation|PWY-5534|||0.22857143|0.2857143|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5534
UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-mannuronate biosynthesis|PWY-7090|||0.23693433|0.4|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7090
isoflavonoid biosynthesis I|PWY-2002|||0.23693433|0.4|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-2002
L-homophenylalanine biosynthesis|PWY-7275|||0.23693433|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7275
isoflavonoid biosynthesis II|PWY-2083|||0.24000001|0.3|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-2083
detoxification of reactive carbonyls in chloroplasts|PWY-6786|||0.24000001|0.1|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6786
palmitate biosynthesis I (animals and fungi)|PWY-5994|Palmitate Biosynthesis|Palmitate-Biosynthesis|0.24520764|0.67741936|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5994
2,5-xylenol and 3,5-xylenol degradation|PWY-7698|||0.24615385|0.15384616|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7698
coenzyme B biosynthesis|P241-PWY|||0.24996878|0.375|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=P241-PWY
4-nitrophenol degradation II|PWY-5488|4-Nitrophenol Degradation|p-Nitrophenol-Degradation|0.26|0.2|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5488
(5Z)-dodecenoate biosynthesis I|PWY0-862|(5Z)-dodecenoate Biosynthesis|5Z-Dodec-5-enoate-Biosynthesis|0.26033935|0.8333333|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-862
3,5-dichlorocatechol degradation|PWY-6084|||0.26666668|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6084
nicotinate degradation III|PWY-5055|Nicotinate Degradation|Nicotinate-Degradation|0.26666668|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5055
Rapoport-Luebering glycolytic shunt|PWY-6405|||0.26666668|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6405
xylan biosynthesis|PWY-5800|||0.26666668|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5800
viridicatin biosynthesis|PWY-7704|||0.26666668|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7704
L-leucine degradation II|PWY-5075|L-leucine Degradation|LEUCINE-DEG|0.26666668|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5075
4'-methoxyviridicatin biosynthesis|PWY-7705|||0.26666668|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7705
abietic acid biosynthesis|PWY-5411|||0.26666668|0.2857143|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5411
(-)-camphor biosynthesis|PWY-6991|Camphor Biosynthesis|Camphor-Biosynthesis|0.26666668|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6991
nocardicin A biosynthesis|PWY-7797|||0.26666668|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7797
aminopropanol phosphate biosynthesis II|PWY-7378|Aminopropanol Phosphate Biosynthesis|Aminopropanol-Phosphate-Biosynthesis|0.26666668|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7378
L-arabinose degradation II|PWY-5515|L-arabinose Degradation|L-Arabinose-Degradation|0.26666668|0.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5515
glycolate and glyoxylate degradation III|PWY-6649|Glycolate Degradation|Glycolate-Degradation|0.26666668|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6649
trimethylamine degradation|PWY-6968|||0.26666668|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6968
procollagen hydroxylation and glycosylation|PWY-7894|||0.26666668|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7894
cyanurate degradation|PWY-5169|||0.26666668|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5169
D-sorbitol biosynthesis I|PWY-5054|Sorbitol Biosynthesis|Sorbitol-Biosynthesis|0.26666668|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5054
4-nitrotoluene degradation I|P421-PWY|4-Nitrotoluene Degradation|4-Nitrotoluene-Degradation|0.26666668|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=P421-PWY
caffeoylglucarate biosynthesis|PWY-6673|||0.26666668|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6673
mucin core 3 and core 4 O-glycosylation|PWY-7435|||0.26666668|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7435
6-methoxymellein biosynthesis|PWY-4922|||0.26666668|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-4922
juglone degradation|PWY-7825|||0.26666668|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7825
pelargonidin conjugates biosynthesis|PWY-5139|||0.26666668|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5139
pyrimidine deoxyribonucleosides degradation|PWY-7181|||0.26666668|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7181
glutathione amide metabolism|PWY-4181|||0.26666668|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-4181
L-proline biosynthesis IV|PWY-4281|L-proline Biosynthesis|PROLINE-SYN|0.26666668|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-4281
sulfolactate degradation III|PWY-6638|Sulfolactate Degradation|Sulfolactate-Degradation|0.26666668|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6638
androgen biosynthesis|PWY66-378|||0.26666668|0.6666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY66-378
L-arginine degradation X (arginine monooxygenase pathway)|ARGDEG-V-PWY|L-arginine Degradation|ARGININE-DEG|0.26666668|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=ARGDEG-V-PWY
(+)-camphor biosynthesis|PWY-6990|Camphor Biosynthesis|Camphor-Biosynthesis|0.26666668|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6990
CDP-archaeol biosynthesis|PWY-6349|||0.26666668|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6349
alkane biosynthesis I|PWY-7032|||0.26666668|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7032
heptadecane biosynthesis|PWY-6622|||0.26666668|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6622
L-isoleucine degradation II|PWY-5078|L-isoleucine Degradation|ISOLEUCINE-DEG|0.26666668|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5078
purine deoxyribonucleosides salvage|PWY-7224|||0.26666668|0.16666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7224
L-asparagine degradation II|PWY-4002|L-asparagine Degradation|ASPARAGINE-DEG|0.26666668|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-4002
testosterone and androsterone degradation to androstendione|PWY-6943|||0.26666668|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6943
pinitol biosynthesis II|PWY-6739|Pinitol Biosynthesis|Pinitol-Biosynthesis|0.26666668|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6739
phosphopantothenate biosynthesis II|PWY-3961|Phosphopantothenate Biosynthesis|Pantothenate-Biosynthesis|0.26666668|0.6666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-3961
naringenin glycoside biosynthesis|PWY-5094|||0.26666668|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5094
heparan sulfate degradation|PWY-7651|||0.26666668|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7651
protein S-nitrosylation and denitrosylation|PWY-7798|||0.26666668|0.2|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7798
lacto-series glycosphingolipids biosynthesis|PWY-7839|||0.28352454|0.42857143|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7839
oleate biosynthesis IV (anaerobic)|PWY-7664|Oleate Biosynthesis|Oleate-Biosynthesis|0.2851923|0.64285713|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7664
(4S)-carveol and (4S)-dihydrocarveol degradation|PWY-5927|||0.2857143|0.35714287|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5927
formononetin biosynthesis|PWY-2321|||0.2961679|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-2321
neolacto-series glycosphingolipids biosynthesis|PWY-7841|||0.29872265|0.41666666|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7841
aromatic biogenic amine degradation (bacteria)|PWY-7431|||0.3|0.375|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7431
albaflavenone biosynthesis|PWY-5887|||0.30773735|0.8|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5887
salicin biosynthesis|PWY-6766|Benzoate Biosynthesis|Benzoate-Biosynthesis|0.31544876|0.16666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6766
3-methylquinoline degradation|PWY-721|||0.32|0.4|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-721
flaviolin dimer and mompain biosynthesis|PWY-7513|||0.32|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7513
citrate lyase activation|P2-PWY|||0.32|0.4|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=P2-PWY
fatty acid elongation -- saturated|FASYN-ELONG-PWY|||0.32|0.6|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=FASYN-ELONG-PWY
phenolic malonylglucosides biosynthesis|PWY-6930|||0.32|0.4|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6930
apigenin glycosides biosynthesis|PWY-6010|||0.32|0.4|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6010
cis-genanyl-CoA degradation|PWY-6672|||0.32222223|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6672
dolichol and dolichyl phosphate biosynthesis|PWY-6129|||0.325|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6129
ajmaline and sarpagine biosynthesis|PWY-5301|||0.32941177|0.3888889|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5301
pentagalloylglucose biosynthesis|PWY-5475|||0.33077863|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5475
quercetin sulfate biosynthesis|PWY-6199|||0.34568393|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6199
caffeine biosynthesis II (via paraxanthine)|PWY-5038|Caffeine Biosynthesis|Caffeine-Biosynthesis|0.34634632|0.75|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5038
fluoroacetate and fluorothreonine biosynthesis|PWY-6644|||0.35|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6644
L-leucine degradation III|PWY-5076|L-leucine Degradation|LEUCINE-DEG|0.35227978|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5076
(4R)-carveol and (4R)-dihydrocarveol degradation|PWY-5922|||0.35714287|0.35714287|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5922
L-arginine degradation IX (arginine:pyruvate transaminase pathway)|PWY-5742|L-arginine Degradation|ARGININE-DEG|0.36934108|0.75|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5742
oxalate degradation VI|PWY-7985|Oxalate Degradation|Oxalate-Degradation|0.38920984|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7985
L-alanine degradation II (to D-lactate)|ALACAT2-PWY|L-alanine Degradation|ALANINE-DEG|0.39489055|0.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=ALACAT2-PWY
quercetin triglucoside biosynthesis|PWY-7173|||0.39489055|0.6666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7173
cardenolide biosynthesis|PWY-6032|||0.39489055|1.3333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6032
